Id,SalePrice_est
1662,377470.7059717039
1663,389475.85856817104
1664,485166.9069127614
1665,342286.9064217418
1666,336646.15488806774
1667,374567.8681064015
1668,364307.1942298138
1669,322559.1398152657
1670,367037.4452592547
1671,263542.02753454697
1672,405496.31131605315
1673,286487.2607564069
1674,250470.0301318299
1675,209999.16620613018
1676,202628.41466372498
1677,217450.86675626275
1678,467886.6879115965
1679,390869.3492529149
1680,335333.79744813737
1681,296878.3298339507
1682,327476.9114002339
1683,199901.58706696384
1684,182794.35542899586
1685,179352.97886322087
1686,161969.6923028639
1687,179989.36530267517
1688,189191.88856009362
1689,199633.7265112018
1690,194610.0181772064
1691,183224.77459651823
1692,272454.395456682
1693,183449.15519938868
1694,179201.44462050364
1695,169965.16793514663
1696,262425.9934090799
1697,175413.76647195432
1698,340446.4021887117
1699,307715.4468969629
1700,266608.5034955081
1701,283153.7657363865
1702,247041.4262153147
1703,236293.06405392865
1704,269410.6854652252
1705,255940.4242149928
1706,435709.5677941666
1707,227539.59496610123
1708,202088.44555209918
1709,245542.31304778456
1710,213633.03251071443
1711,273204.6837150272
1712,238583.32653028046
1713,275738.9864443413
1714,224751.94387489546
1715,207230.00905691955
1716,181888.4152700777
1717,176359.50239615008
1718,145784.37832129232
1719,228920.7348202112
1720,244684.32644509786
1721,173060.78700432682
1722,137451.42179847497
1723,162253.01574313728
1724,195426.4862912008
1725,229323.7624298365
1726,192141.2700014962
1727,147275.48489084525
1728,185609.22830894985
1729,159278.16486132392
1730,162726.2459232285
1731,123333.7326219676
1732,126127.21738816774
1733,111736.14691577929
1734,121829.9492192122
1735,135948.65431326977
1736,108388.22517627786
1737,301863.2694441067
1738,257851.3474121981
1739,266559.30886217527
1740,202552.7088446775
1741,185974.05887248
1742,174840.3162913383
1743,175714.86156090832
1744,328446.9221662255
1745,222333.73502854072
1746,227527.98032259446
1747,217319.16690050595
1748,235025.3541893108
1749,150888.71092309934
1750,148308.3686742687
1751,239367.01108816278
1752,108063.91364498758
1753,154214.60882644987
1754,207417.03615957208
1755,165030.86695308637
1756,124017.80932869215
1757,112084.86556628137
1758,144025.33390943674
1759,158435.70441520453
1760,157251.79975104492
1761,158635.43514926886
1762,186144.17918712116
1763,194232.49680618278
1764,106282.89506459245
1765,193183.6834631638
1766,187445.9207346334
1767,219465.23996120717
1768,142362.25705552706
1769,161049.25533644567
1770,148985.9652020987
1771,134602.3947246117
1772,137973.4457152204
1773,114439.15310546088
1774,147208.30669909416
1775,130748.75040665283
1776,125643.80641551211
1777,101391.42626910328
1778,143236.21805452442
1779,108274.77773402838
1780,178533.726977113
1781,125386.31735453954
1782,73343.39315933881
1783,136913.30686165855
1784,87401.41258580926
1785,140317.4823674303
1786,93861.96598759737
1787,170903.72868471345
1788,50380.81415168833
1789,98712.28914972825
1790,43150.74459402457
1791,206934.87731517653
1792,164147.9117370636
1793,132899.30997353286
1794,164464.7586042179
1795,129763.45899399361
1796,134844.0913453379
1797,139505.8198294335
1798,124683.51354270181
1799,102917.87480706017
1800,129147.83227502959
1801,121366.11869542231
1802,123012.55135031059
1803,160355.13780898319
1804,122176.84225940683
1805,137279.61950770498
1806,138541.2369310856
1807,152305.222346021
1808,123099.35843966468
1809,125388.96594864585
1810,149053.8433976636
1811,96655.17417976464
1812,106580.49111862699
1813,130279.03845017598
1814,84325.78326212116
1815,38862.1030598135
1816,96118.40488731465
1817,108110.74922598575
1818,185343.31803109084
1819,142403.5199335562
1820,52944.23374685287
1821,104672.58877631009
1822,149759.81327319707
1823,32624.320634382486
1824,141990.92393644442
1825,143099.60734708147
1826,99775.11361742544
1827,103471.5769421364
1828,142673.59824282717
1829,138616.86427021722
1830,149874.0849048272
1831,156464.05386622174
1832,87187.5651656314
1833,154424.80076550183
1834,119022.2887129531
1835,134144.48402142944
1836,137855.3689348723
1837,84789.69831810717
1838,113374.84712153595
1839,94146.4342954228
1840,159380.3748219752
1841,133534.0680529694
1842,81136.2775839597
1843,125014.4216907318
1844,141973.04397131864
1845,138565.30437102637
1846,148719.49414564745
1847,175326.23146489722
1848,24126.90302305814
1849,113080.48143278089
1850,110630.8893506104
1851,150139.37376263776
1852,122920.0581728346
1853,119816.3669500241
1854,165243.49002455166
1855,144099.6787544848
1856,220817.1619424559
1857,140493.52800563228
1858,158997.61763410125
1859,115587.80654843381
1860,133466.20025088135
1861,115559.18693904618
1862,295205.57543864846
1863,293618.55383996037
1864,293633.5486814188
1865,356757.64601032756
1866,364260.3064871132
1867,220051.48321608244
1868,295024.9374793399
1869,206021.90275322867
1870,214881.28680874215
1871,269386.2256918806
1872,176033.91075573984
1873,224524.8012079384
1874,152812.73514774677
1875,204919.85879313288
1876,191867.56715997303
1877,207756.258335756
1878,204780.13016690972
1879,120946.23546191276
1880,132469.77346134387
1881,239233.1718832024
1882,242213.93321292655
1883,192907.08317286923
1884,206371.93381545754
1885,251799.22859452706
1886,300041.2552255385
1887,216487.8860373327
1888,256556.5007831102
1889,168920.21822445263
1890,106899.32794441973
1891,147953.95106584678
1892,90526.73577100976
1893,132390.3880610224
1894,119540.47440436902
1895,135168.76258491894
1896,125647.19927266575
1897,110199.20913148898
1898,113923.51022040105
1899,162017.99975458576
1900,160107.27671252785
1901,166004.50009905998
1902,165564.21157169278
1903,224571.1479985676
1904,167651.0541993706
1905,199861.32481419292
1906,157695.0377463696
1907,226413.7629663145
1908,109238.55376678232
1909,141249.9407976385
1910,122549.26071480179
1911,225971.8509744512
1912,311473.7440869326
1913,147034.16030532142
1914,61239.140067498825
1915,340531.6641215831
1916,38015.42219029086
1917,238081.3188228726
1918,136094.99764567957
1919,168941.32226626392
1920,164354.87203512157
1921,391416.3671829762
1922,347675.08590246644
1923,224838.82101866422
1924,210936.1244646371
1925,213650.32398007903
1926,385410.4565333331
1927,128469.65578849404
1928,150574.53194076376
1929,120690.16693092031
1930,127448.1464315698
1931,131611.77786282238
1932,133819.31001858358
1933,195455.51755272865
1934,181937.53393756656
1935,165152.1138908954
1936,209292.5203964879
1937,176489.99066509807
1938,174790.5996536679
1939,265270.2234167945
1940,202784.6735101085
1941,173631.41936764942
1942,180084.17881616097
1943,228082.40847992804
1944,371620.2730703295
1945,397316.0440583105
1946,146469.24808525346
1947,352743.52053793805
1948,165213.21181100147
1949,245154.38508491992
1950,188805.4075060253
1951,242028.85412634042
1952,211304.4882823796
1953,167643.73619935245
1954,186271.95132271925
1955,134220.6329457247
1956,289211.57396176254
1957,151550.70134929902
1958,270427.9738210564
1959,138907.27581506598
1960,101380.90920156645
1961,112021.7863407578
1962,92925.5630485439
1963,106277.38832163994
1964,102901.30744030714
1965,139725.76942732983
1966,130469.07172738602
1967,294026.1265068287
1968,423199.994264418
1969,402420.7980097069
1970,416427.8313359745
1971,460086.3808729461
1972,365419.6536097787
1973,293102.6626820466
1974,345854.42042724777
1975,486077.13407543616
1976,273319.6202375031
1977,368294.30213186773
1978,357602.5455564499
1979,311814.6434467763
1980,199651.31521411546
1981,351949.919844815
1982,213416.83534464554
1983,198746.35223150442
1984,190630.0356900508
1985,233774.25445609377
1986,208012.48245513474
1987,194750.18938984955
1988,175697.4059671839
1989,197244.89691958958
1990,213389.891557578
1991,221869.2610362356
1992,226601.44651406835
1993,175954.88604963876
1994,248692.04571977822
1995,183241.71125806653
1996,292770.7299870619
1997,343094.87745561707
1998,316252.30343361455
1999,306457.39732263563
2000,319355.660035879
2001,287310.5545763592
2002,263163.8609387024
2003,244110.3991193936
2004,261614.44401235384
2005,249740.34795766615
2006,207695.73297998763
2007,242278.34539108048
2008,204951.97313034665
2009,198274.02114284813
2010,195982.43172158994
2011,150682.1548115526
2012,178427.83401393797
2013,173289.59998749758
2014,183185.67563725408
2015,198979.06738046248
2016,191850.90872819623
2017,195523.4102313899
2018,117618.1844618542
2019,136250.13162624775
2020,107629.59710295992
2021,103571.72416935171
2022,179811.60861593793
2023,151222.10085860276
2024,300119.6819883656
2025,363796.73366104625
2026,169302.9560154371
2027,152495.83435240213
2028,167161.5219934183
2029,166676.88556177373
2030,260470.807602006
2031,244691.8245025215
2032,274866.44496400846
2033,256693.0920435182
2034,176409.16639809625
2035,220321.04643118865
2036,199215.50018783336
2037,203273.0222890537
2038,327697.2926684086
2039,222571.21320953255
2040,299967.3053405294
2041,300353.61261382775
2042,211502.8048455378
2043,179659.33171741792
2044,190307.0134043617
2045,198959.44281891175
2046,138384.77812964053
2047,150852.27405998443
2048,136742.9581671644
2049,139230.1711279566
2050,177751.69083089547
2051,104785.28529961433
2052,124544.26190622656
2053,143537.39869236993
2054,78455.4487077697
2055,162749.25415477905
2056,141150.4181457909
2057,109962.18351622365
2058,213598.94954278218
2059,124442.25473457793
2060,174252.8016626367
2061,187158.6174993844
2062,124462.39391495057
2063,105942.81978908603
2064,127105.92395254708
2065,115767.44700996538
2066,165373.57508502345
2067,122567.17777085493
2068,144557.74713064995
2069,83207.87221983308
2070,110893.27125554474
2071,85441.87995108699
2072,138726.79493002896
2073,135287.387404816
2074,165870.74889106202
2075,161201.9024303854
2076,117260.37402880799
2077,153475.036892899
2078,127257.38982786739
2079,138745.01931156687
2080,113500.4857387484
2081,128762.33797398247
2082,150521.61760269883
2083,152676.03544636894
2084,97448.5401116703
2085,114684.95706457594
2086,137814.7215397834
2087,133980.98406694096
2088,98604.94927531097
2089,69055.03802389107
2090,137094.08542483047
2091,82196.62847147064
2092,127506.92388970676
2093,164816.0358250435
2094,118913.52676850586
2095,127651.44048736224
2096,79328.07329260935
2097,95935.49062226334
2098,155983.47627814053
2099,35006.895512957664
2100,80666.41459181895
2101,98289.12134671092
2102,144034.94272053507
2103,85596.59128295224
2104,150291.46528513794
2105,135938.3289740785
2106,35722.016746601876
2107,212171.5106852259
2108,116344.40329852006
2109,105595.42598276322
2110,127806.6101565324
2111,165181.158592461
2112,143197.7736967642
2113,129974.65306619887
2114,124778.94251280371
2115,169243.97678344554
2116,115654.54357359573
2117,151476.24194400094
2118,120314.1622890746
2119,110049.7807592724
2120,116146.64817934773
2121,112242.50086337407
2122,104623.98332343885
2123,80769.14437893091
2124,184194.36755828813
2125,147079.28098583795
2126,147921.96733133003
2127,179665.00444570067
2128,147676.27308968455
2129,103188.16745908596
2130,144997.22506787145
2131,116776.3253023342
2132,113366.71648389303
2133,124947.85072399108
2134,119703.7483850176
2135,93075.16979810828
2136,49051.42089088599
2137,119142.08241297901
2138,145235.69562660652
2139,144545.69467614236
2140,142245.73049389827
2141,167723.65030930372
2142,126790.02727949191
2143,140821.0959569511
2144,126225.12118553503
2145,142866.78803582842
2146,191042.47759364132
2147,152103.66248667284
2148,136965.29320734786
2149,152224.16640721413
2150,224443.06339497532
2151,124067.3325527161
2152,189921.81746691465
2153,192601.51791197056
2154,99566.43430147601
2155,139895.62439280158
2156,270948.0919709312
2157,225030.79941214103
2158,232210.16091359826
2159,222397.12231483433
2160,175129.32772206183
2161,231870.08695807343
2162,379121.3167731807
2163,351480.44955271535
2164,244126.89944672963
2165,201952.99253786105
2166,158240.52653982444
2167,228625.81656586373
2168,191190.41411487194
2169,196537.47770612268
2170,214979.66269881435
2171,157421.88553000218
2172,139549.38282251282
2173,158309.97797512825
2174,224001.65604452215
2175,261492.96655382228
2176,311708.0490147688
2177,238138.08130541706
2178,211436.21190750477
2179,142018.2003203982
2180,235672.44997211947
2181,195953.32864642615
2182,217235.0865796868
2183,192039.82411413733
2184,130907.62194973574
2185,142615.9330709383
2186,149350.2896473882
2187,147957.32458827877
2188,157122.18960299037
2189,319225.6810862184
2190,66359.66165269728
2191,58836.99442070763
2192,78468.22834883459
2193,122652.17014921206
2194,98903.50616636671
2195,95246.36826311913
2196,124884.3582583491
2197,103910.97271272726
2198,152684.55407539266
2199,175929.94907977534
2200,149243.05347118227
2201,146343.5193432435
2202,198613.53885259532
2203,144177.20837329738
2204,175069.50914721872
2205,129973.7040314727
2206,151603.7365218708
2207,214229.33572315
2208,247494.51560656156
2209,235794.37685274953
2210,114012.48175145828
2211,120844.33046312568
2212,121078.84627710178
2213,109268.16654944963
2214,151280.3424032733
2215,94149.16263230267
2216,162110.14841489683
2217,54740.988911577864
2218,87825.74762602213
2219,72813.51508673863
2220,57755.774999953996
2221,341004.8137017042
2222,314452.9019878174
2223,284850.3694086014
2224,210051.10560666508
2225,123613.3286180858
2226,191907.08733866594
2227,199683.92785951047
2228,289758.40370206616
2229,229675.25086886418
2230,152583.74089007184
2231,201435.1146561636
2232,173286.45117572008
2233,181502.32417429675
2234,251166.8025660513
2235,248674.54590231302
2236,246586.81239648227
2237,309796.0148821217
2238,204569.05892059312
2239,128157.9686120401
2240,173693.82380566746
2241,144783.39825767343
2242,127109.8419362575
2243,130392.01925684787
2244,103976.35055232147
2245,114249.61463399659
2246,140431.01601607582
2247,122519.3986207108
2248,123284.566544465
2249,117081.39250997134
2250,127356.97776402973
2251,114731.41497632282
2252,183929.69292349293
2253,157861.21763839136
2254,174102.1855142915
2255,197269.9206096937
2256,181888.15183122357
2257,218314.97193342244
2258,154581.01987879231
2259,172429.6794135521
2260,159218.1866292085
2261,217808.54489487427
2262,235720.31365924788
2263,371115.2460507023
2264,422531.4541162562
2265,182767.21455045874
2266,318087.80794713506
2267,378828.2041668399
2268,416719.58897322486
2269,153148.27601898098
2270,184017.77713020152
2271,207898.99513830722
2272,207613.8606320673
2273,155284.2550603127
2274,172008.50260041386
2275,154982.4675972292
2276,195380.79046939008
2277,194311.75861556572
2278,147477.68401816092
2279,125390.17896101944
2280,111272.25593513373
2281,162094.5755704179
2282,173307.35558787084
2283,109808.09357411467
2284,128033.76510377799
2285,131635.2696480517
2286,115976.18530494091
2287,392527.4429508911
2288,286177.6998032178
2289,332824.35589116823
2290,433900.49894078565
2291,342589.5057884101
2292,425395.25713721814
2293,456073.17699429614
2294,393689.2085365722
2295,431740.4377908752
2296,261525.6091985469
2297,378080.0285122427
2298,373412.16645625443
2299,355301.8477922189
2300,332383.0708905881
2301,318930.7661932865
2302,258285.50077791902
2303,245489.70354296674
2304,243464.41157906083
2305,202280.76258016977
2306,204678.8804315345
2307,212780.2459971587
2308,221585.58320311003
2309,316519.66068144306
2310,197369.8269238072
2311,218984.43997587176
2312,177118.8945126929
2313,177628.19957041196
2314,174662.94895597006
2315,175720.3731064711
2316,200646.73753041422
2317,193914.81291562202
2318,177898.44417582668
2319,178450.38873735166
2320,177240.79529491533
2321,243590.83574287634
2322,180053.44916818338
2323,202280.62571330357
2324,185034.19661769204
2325,206177.30735970015
2326,179643.69044691324
2327,204810.58133243726
2328,226072.00155250845
2329,189203.4115290976
2330,181454.05470810353
2331,335497.01212854724
2332,409305.3278641085
2333,326430.07187959994
2334,281339.7724457986
2335,309789.979505972
2336,323271.4393763941
2337,201308.4706876077
2338,247367.2980762354
2339,224307.19679460395
2340,384052.74930169823
2341,209673.27011625495
2342,234392.0358506298
2343,225885.13968988234
2344,233551.76852113864
2345,230506.23357581772
2346,203246.60199955216
2347,193836.11200803943
2348,233050.09609463927
2349,186952.11325418693
2350,306255.14108476124
2351,269839.15296215564
2352,242213.18353752943
2353,251688.09808391004
2354,142285.0058990233
2355,159608.21993801484
2356,160500.32882886965
2357,190775.38833729245
2358,196745.79010551173
2359,121919.26637241969
2360,109609.77010842356
2361,146979.9400855431
2362,257692.50327771547
2363,154783.76037830763
2364,176511.47917678187
2365,213209.96881871068
2366,176973.04820838216
2367,204244.62919662677
2368,224776.39111746178
2369,201425.11127855472
2370,163731.68557367442
2371,164710.3975404079
2372,191402.97140990445
2373,288436.5091423513
2374,314157.4350847609
2375,246118.10567010398
2376,285453.12278720335
2377,337306.77525454876
2378,137837.7027375665
2379,228565.07310330984
2380,152930.25924011585
2381,166213.06394342415
2382,204112.4772285557
2383,192774.22281020213
2384,232572.3752893277
2385,161076.9628494729
2386,126528.88675406823
2387,128820.51019307596
2388,96216.7184624428
2389,113223.4744327951
2390,135335.8736445716
2391,131412.97483687632
2392,106129.77667819685
2393,162268.59490819275
2394,145573.7166454039
2395,212831.43049224428
2396,141318.29945536217
2397,217168.20175629202
2398,117166.60055491517
2399,64629.313799028125
2400,58618.669485763734
2401,122966.49429180252
2402,132427.67293188715
2403,135216.53316130396
2404,142051.65963537846
2405,155568.59794369992
2406,134841.266373634
2407,120300.94823925229
2408,145253.7306477553
2409,106818.25881895047
2410,187878.74272651158
2411,107000.08564876436
2412,158924.44984705356
2413,122587.68790874029
2414,164884.705448562
2415,126669.19260233016
2416,125274.5780319744
2417,128337.75303134503
2418,124798.14114287944
2419,123573.66737904825
2420,115230.06145114404
2421,162719.88239204642
2422,106627.05848834236
2423,119513.68299674065
2424,126806.46814666575
2425,222270.71624425033
2426,130862.04900520008
2427,132957.67698891964
2428,179084.11954676174
2429,104825.51173790987
2430,135483.53440949295
2431,98423.93301740533
2432,144921.7914122518
2433,152287.79764363542
2434,147941.40928564445
2435,166285.17369001242
2436,115572.09271488318
2437,99132.77933924334
2438,112075.15090079549
2439,106572.55994526407
2440,127907.90304304028
2441,107765.92453183845
2442,94810.01472906795
2443,136404.22214250764
2444,119926.59736706098
2445,81239.43181324442
2446,142159.5271636975
2447,191687.23060266217
2448,142973.46112893987
2449,113979.49107798611
2450,157356.37449241587
2451,125647.69907595449
2452,204668.50210760755
2453,96718.73890892067
2454,109375.7802935694
2455,109418.63066710322
2456,148854.03912874777
2457,128498.37671459903
2458,134793.79243314007
2459,108765.83304395019
2460,148083.5300640503
2461,137272.33526313564
2462,133964.09595227515
2463,130891.21405868424
2464,188963.87327099874
2465,139221.3213041125
2466,116379.24666608851
2467,144843.24688704315
2468,77522.6210662781
2469,77652.73220899387
2470,210185.4431520751
2471,222233.59992497944
2472,181978.1754417618
2473,117333.23913013923
2474,68226.2952682553
2475,221107.3711139989
2476,101805.74158806878
2477,111363.5529516452
2478,146440.1070695516
2479,110527.56369895673
2480,157638.1739761064
2481,125618.47352964093
2482,120245.70963445633
2483,105510.81713647401
2484,121001.27233271576
2485,126846.4623015484
2486,153894.81407205644
2487,184528.51985435752
2488,159315.86868224342
2489,155652.71090779165
2490,139961.94572999224
2491,98380.63171218711
2492,180628.69110853082
2493,150030.22249657288
2494,148763.72482555368
2495,86844.58504045098
2496,228161.53977959073
2497,162777.81791033424
2498,102785.71585623964
2499,74373.49797139462
2500,114171.65875915141
2501,142926.58080977417
2502,154573.25331770073
2503,100117.7256269686
2504,198459.25829472393
2505,219440.59938009828
2506,237877.62040860025
2507,262352.0912580961
2508,238149.06464660546
2509,212900.9898655968
2510,204603.74272937022
2511,178656.3585759684
2512,227838.381483639
2513,218084.95613458424
2514,259678.29387429229
2515,143533.62066158146
2516,169508.89022193843
2517,146590.6623518897
2518,149224.6891691231
2519,239149.1524113554
2520,207633.04601489851
2521,192057.72872595506
2522,217638.49274998863
2523,123267.32896975018
2524,129506.90430338925
2525,136474.56502437708
2526,138082.16449181308
2527,115453.66014923576
2528,123342.10684535786
2529,151396.99318920623
2530,122560.7159295741
2531,266192.3357289233
2532,222721.6707860062
2533,196952.68479870027
2534,245280.5540602646
2535,280667.556773897
2536,222369.8346478287
2537,236399.55545408936
2538,179962.54034913884
2539,193113.600178251
2540,176820.86960276403
2541,182647.99892745644
2542,170826.84413669843
2543,139336.7068679649
2544,118060.23676145563
2545,132731.3002908405
2546,126095.66585433371
2547,146018.3947085685
2548,160771.0372682476
2549,156054.57160391757
2550,671354.7090624487
2551,155399.22102964757
2552,127260.48208014264
2553,51520.96365936182
2554,86865.30481873223
2555,95324.42468347828
2556,85249.8885128487
2557,106071.36128070782
2558,173063.569792146
2559,148285.673221422
2560,146350.210957149
2561,145317.41888169202
2562,146995.590559193
2563,154022.5810311792
2564,203675.04011544804
2565,143345.16888728135
2566,157192.20905219638
2567,140032.1801124551
2568,203265.9524168271
2569,206085.17126993928
2570,118294.44965718727
2571,194820.68368386323
2572,171369.90723824088
2573,217644.9876545321
2574,287305.99338039703
2575,140184.96093262607
2576,140278.14252480495
2577,166786.0453922996
2578,89683.11580611503
2579,24154.164769030584
2580,114604.59652979745
2581,133720.25297211524
2582,135468.37472843262
2583,280517.86665932153
2584,164887.4805741164
2585,182395.3388935575
2586,213452.8139919103
2587,195696.67607485008
2588,136347.55938296329
2589,145278.62955725615
2590,205877.164396421
2591,241911.8386675872
2592,208298.83148222519
2593,245921.60284247895
2594,174324.4078360288
2595,219807.41417582548
2596,281406.4283160526
2597,205534.51917754827
2598,284499.51541356306
2599,354056.8512954504
2600,202273.6391084072
2601,150552.38236590129
2602,73258.89037684967
2603,89390.485082502
2604,86807.18297401402
2605,69944.32680662385
2606,129471.95787280919
2607,219071.6465215836
2608,194871.08585802757
2609,162247.13062793697
2610,111437.2022976546
2611,142430.18054160042
2612,153522.61653301347
2613,125568.16050682022
2614,114305.22547287888
2615,152523.2077960732
2616,148842.02322515522
2617,202506.8686012745
2618,244449.07125373112
2619,208561.55760152332
2620,184376.2052177292
2621,173287.6317108588
2622,182848.02780805842
2623,228146.58440998284
2624,259123.91143102548
2625,289585.3876868716
2626,169284.44649970566
2627,175436.66762849205
2628,427979.5906445297
2629,475872.0681866759
2630,357881.03320551495
2631,437331.2071149313
2632,386300.3762627317
2633,312850.1279211162
2634,419489.23068692256
2635,151302.47424543183
2636,176641.1739926977
2637,220012.97745886256
2638,261064.109773366
2639,183922.11876370083
2640,148854.70653399982
2641,94654.4272440318
2642,179712.33298384608
2643,108934.37157145794
2644,117554.324815292
2645,107895.05495269495
2646,90160.38274912404
2647,107165.59042486134
2648,137954.86098854986
2649,153779.1659308308
2650,126965.62116977185
2651,128633.93113373227
2652,383456.53410006064
2653,249417.87741438387
2654,273977.49603204563
2655,409782.23354133236
2656,314368.0027126985
2657,364496.1929277018
2658,321595.18894620246
2659,336641.0677236289
2660,348978.1936501082
2661,365932.4017438536
2662,392791.1681492278
2663,269075.8392978513
2664,307157.44378373283
2665,320692.8655817503
2666,298111.39200418245
2667,173270.48991835307
2668,182609.7736373049
2669,183047.36885209248
2670,263723.88699236576
2671,183445.72660138443
2672,181458.9405348584
2673,198420.58126434233
2674,197646.86056418915
2675,176079.4889959324
2676,196362.746329783
2677,203794.04426121397
2678,248450.3736317834
2679,277824.0420337569
2680,295699.2106574805
2681,420363.1051189606
2682,324134.01196335844
2683,486789.3048723154
2684,336308.40263811173
2685,329449.83295694925
2686,237470.5621322253
2687,289881.48396791547
2688,211886.14843561544
2689,198153.18443719437
2690,379394.95650108065
2691,196086.26308875173
2692,151868.63970572385
2693,192060.5150292638
2694,148269.8473690995
2695,192516.20978585997
2696,182321.38483876476
2697,185155.98971136342
2698,207049.84024428035
2699,169830.55738628618
2700,144773.08203119997
2701,154801.1975841426
2702,110864.84301445339
2703,142325.02942028124
2704,135934.02744005405
2705,116092.36045804006
2706,104029.70139232588
2707,125567.23318740499
2708,127984.27744737727
2709,114787.29935631792
2710,130853.0950360035
2711,329301.4715433433
2712,399319.2001068734
2713,164784.65205011025
2714,145017.9143252436
2715,170883.41655218982
2716,145524.5604455738
2717,192114.92019539804
2718,215996.65785029856
2719,134713.44976704268
2720,181898.56579589198
2721,134502.14129351024
2722,179160.6260987273
2723,152438.45401692047
2724,139895.04163558516
2725,122982.53110122451
2726,136636.17256539615
2727,179176.60481931182
2728,167926.14353196265
2729,142461.81167671052
2730,143245.9683533446
2731,124308.14967378441
2732,130427.29020895847
2733,158841.74576467514
2734,150239.4542250235
