PassengerId,Survived_pred,Probability
1155,1,0.8838563696333201
1156,0,0.09912938085738587
1157,0,0.04010511617898055
1158,0,0.030093939718061315
1159,0,0.0547267215507894
1160,0,0.1502728798007656
1161,0,0.1116767536460008
1162,0,0.41575002308609305
1163,0,0.1384183402665767
1164,1,0.6753968969107647
1165,1,0.8878920745701453
1166,0,0.07511761874354651
1167,1,0.9332647939344099
1168,0,0.12190650096957927
1169,0,0.10119744331901932
1170,0,0.07487476140986735
1171,0,0.0817028566735343
1172,0,0.14726443074789541
1173,1,0.9731827909892264
1174,1,0.7680474101301815
1175,0,0.43935518823655745
1176,1,0.7076565156729134
1177,0,0.030037990237020407
1178,0,0.0547267215507894
1179,0,0.09471613641287656
1180,0,0.09007695466257558
1181,0,0.07907200762971556
1182,0,0.08273452982846753
1183,0,0.1546473269592575
1184,0,0.09007695466257558
1185,0,0.16646266013262134
1186,0,0.07415010677787445
1187,0,0.07366209417266163
1188,1,0.9456820133356112
1189,0,0.14569457874799754
1190,0,0.07390356579217804
1191,0,0.17123720777410367
1192,0,0.31928921314049924
1193,0,0.09686632603961211
1194,0,0.04422430046132372
1195,0,0.06304328183459731
1196,1,0.7680474101301815
1197,1,0.9667845323650263
1198,0,0.22303183263821444
1199,1,0.9571725241779917
1200,0,0.3513402354042929
1201,0,0.12494501865884963
1202,0,0.1116767536460008
1203,0,0.48309222871970803
1204,0,0.0547267215507894
1205,0,0.4200701939230649
1206,1,0.9790962168418088
1207,1,0.8598942096485758
1208,0,0.3893107704835607
1209,0,0.1248518064411011
1210,0,0.23855084495092546
1211,0,0.0705104889228145
1212,0,0.3229669690600782
1213,0,0.3185349681477534
1214,0,0.11283077577902488
1215,1,0.5096468315129467
1216,1,0.9827075754948484
1217,0,0.09329460643359191
1218,1,0.9719262014256601
1219,0,0.14830511884485928
1220,0,0.08971791766956698
1221,0,0.06947961687961961
1222,1,0.9819979596809757
1223,0,0.2954064476780712
1224,0,0.07511761874354651
1225,1,0.9282126720737559
1226,0,0.12014951553845926
1227,0,0.10454213024361203
1228,0,0.3312078062619626
1229,0,0.019593118528723388
1230,0,0.11626322907386195
1231,0,0.09007695466257558
1232,0,0.11688848945855879
1233,0,0.13129210275952247
1234,0,0.013091453085907314
1235,1,0.9741283538951113
1236,0,0.034946944071619475
1237,1,0.8705455718668169
1238,0,0.11283077577902488
1239,1,0.7479868089204734
1240,0,0.06545276385996587
1241,1,0.9451080122832236
1242,1,0.9923074316486098
1243,0,0.10070839493633552
1244,0,0.034823904193104264
1245,0,0.04455209398311351
1246,1,0.8650851105459914
1247,0,0.1132399217817703
1248,1,0.9826256498116817
1249,0,0.0634247411910719
1250,0,0.1384183402665767
1251,1,0.6467904444364309
1252,0,0.03471425767592959
1253,1,0.9560307069801828
1254,1,0.9451080122832236
1255,0,0.2323714705220433
1256,1,0.8652715397389443
1257,0,0.01916596986245538
1258,0,0.06225260999788321
1259,0,0.027310690855480612
1260,1,0.9923074316486098
1261,1,0.5958482956415326
1262,0,0.06947961687961961
1263,1,0.9869246804739903
1264,0,0.04359315107127097
1265,0,0.10288646610751255
1266,1,0.9667105507124052
1267,1,0.9893178977438026
1268,0,0.10177336323083402
1269,0,0.06947961687961961
1270,0,0.0415999702475542
1271,0,0.2016539957261641
1272,0,0.1384183402665767
1273,0,0.14425345316433677
1274,0,0.31180058844449804
1275,1,0.6055353094957402
1276,0,0.12190650096957927
1277,1,0.9511813111105644
1278,0,0.1773949991891666
1279,0,0.06366743313505736
1280,0,0.11236603107043075
1281,0,0.018682773506588896
1282,0,0.28084758624266826
1283,1,0.9827987705509803
1284,0,0.05457563711388793
1285,0,0.06699867707730536
1286,0,0.07880655036681272
1287,1,0.9717926731045343
1288,0,0.06886527166027336
1289,1,0.9881755187380357
1290,0,0.1773949991891666
1291,0,0.04698276205162193
1292,1,0.9780414900140901
1293,0,0.0846316601382442
1294,1,0.9846929074130305
1295,0,0.11072232426498028
1296,0,0.13776564840480826
1297,1,0.6960326016927548
1298,0,0.0817028566735343
1299,0,0.14894281534337672
1300,1,0.8757997735672853
1301,1,0.7403633821375183
1302,1,0.7680474101301815
1303,1,0.9863340378672041
1304,1,0.5443848913813911
1305,0,0.07907200762971556
1306,1,0.9847517508572164
1307,0,0.030037990237020407
1308,0,0.07907200762971556
1309,0,0.1962261964624806
